City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
499,Sibolga,ID,2020-05-08 22:20:19,1.74,98.78,78.37,77,98,3.4,overcast clouds,0,0
500,Kayerkan,RU,2020-05-08 22:23:48,69.35,87.76,37.4,93,100,17.9,overcast clouds,0,0
501,Luanda,AO,2020-05-08 22:22:38,-8.84,13.23,80.6,88,75,3.89,broken clouds,0,0
502,Bambanglipuro,ID,2020-05-08 22:20:43,-7.95,110.28,76.8,91,97,4.07,overcast clouds,0,0
503,Athens,GR,2020-05-08 22:21:56,37.98,23.72,63.0,58,36,4.38,scattered clouds,0,0
504,Biak,ID,2020-05-08 22:23:49,-0.91,122.88,78.55,80,22,4.38,few clouds,0,0
505,Kerrville,US,2020-05-08 22:19:40,30.05,-99.14,77.0,47,1,18.34,clear sky,0,0
506,Reconquista,AR,2020-05-08 22:20:32,-29.15,-59.65,55.72,57,0,6.51,clear sky,0,0
507,Dalbandin,PK,2020-05-08 22:23:49,28.89,64.41,80.83,29,0,2.84,clear sky,0,0
508,Sinjar,IQ,2020-05-08 22:23:49,36.32,41.88,67.87,53,75,10.76,broken clouds,0,0
509,Mount Gambier,AU,2020-05-08 22:20:49,-37.83,140.77,46.4,93,40,8.05,scattered clouds,0,0
510,Muros,ES,2020-05-08 22:20:54,42.78,-9.06,61.0,89,100,8.01,overcast clouds,0,0
511,Kashi,CN,2020-05-08 22:21:31,39.45,75.98,59.0,62,40,8.95,dust,0,0
512,Bafq,IR,2020-05-08 22:23:50,31.61,55.41,75.25,19,0,6.96,clear sky,0,0
513,Waipawa,NZ,2020-05-08 22:23:50,-41.41,175.52,57.99,82,42,6.93,scattered clouds,0,0
514,Bure,ET,2020-05-08 22:23:50,10.7,37.07,63.5,70,65,5.48,broken clouds,0,0
515,Ambilobe,MG,2020-05-08 22:19:48,-13.2,49.05,71.33,92,0,3.38,clear sky,0,0
516,Mersin,TR,2020-05-08 22:23:50,36.86,34.65,60.8,93,75,3.15,broken clouds,0,0
517,Yuzhnyy,RU,2020-05-08 22:23:50,53.25,83.69,48.2,45,0,11.18,clear sky,0,0
518,Carutapera,BR,2020-05-08 22:19:51,-1.2,-46.02,78.48,87,100,4.79,light rain,0,0
519,Glotovka,RU,2020-05-08 22:21:03,53.95,46.7,54.37,94,99,4.88,overcast clouds,0,0
520,Tsabong,BW,2020-05-08 22:23:51,-26.02,22.4,66.11,33,95,8.28,overcast clouds,0,0
521,Sola,VU,2020-05-08 22:20:26,-13.88,167.55,84.2,70,40,5.82,scattered clouds,0,0
522,Takoradi,GH,2020-05-08 22:23:51,4.88,-1.76,81.77,85,100,8.12,overcast clouds,0,0
523,Broome,US,2020-05-08 22:20:02,42.25,-75.83,37.0,93,90,16.11,fog,0,0
524,Basco,PH,2020-05-08 22:23:51,20.45,121.97,81.81,75,12,6.24,few clouds,0,0
525,Huarmey,PE,2020-05-08 22:23:52,-10.07,-78.15,72.81,72,4,10.74,clear sky,0,0
526,Miyang,CN,2020-05-08 22:23:52,24.4,103.44,65.28,69,0,3.0,clear sky,0,0
527,Skovorodino,RU,2020-05-08 22:23:52,53.98,123.92,44.44,58,96,3.78,overcast clouds,0,0
528,Sorong,ID,2020-05-08 22:23:52,-0.88,131.25,79.57,86,0,9.84,clear sky,0,0
529,Santiago,CL,2020-05-08 22:23:18,-33.46,-70.65,69.8,37,100,3.36,overcast clouds,0,0
530,Nara,JP,2020-05-08 22:19:58,34.69,135.8,62.6,67,75,4.7,broken clouds,0,0
531,Nhulunbuy,AU,2020-05-08 22:23:52,-12.23,136.77,77.0,83,40,3.36,scattered clouds,0,0
532,Poltavka,RU,2020-05-08 22:23:53,54.37,71.76,60.6,43,0,6.78,clear sky,0,0
533,Lima,PE,2020-05-08 22:21:14,-12.04,-77.03,68.0,82,75,11.41,broken clouds,0,0
534,Bati,ET,2020-05-08 22:23:53,11.18,40.02,72.21,59,27,1.5,scattered clouds,0,0
